Track_Name,Artist_Name,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Track_524,Taylor Swift,Bollywood,0.29,0.59,-8.51,0.4,0.26,0.91,0.32,0.58,175
Track_525,Justin Bieber,Hip-Hop,0.87,0.36,-49.76,0.46,0.66,0.54,0.34,0.42,126
Track_526,The Weeknd,Jazz,0.39,0.72,-33.79,0.02,0.42,0.73,0.34,0.17,72
Track_527,Justin Bieber,Hip-Hop,0.58,0.82,-32.16,0.28,0.97,0.12,0.12,0.15,151
Track_528,Taylor Swift,Pop,0.32,0.83,-12.65,0.44,0.68,0.61,0.08,0.71,70
Track_529,Imagine Dragons,Electronic,0.77,0.68,-23.83,0.63,0.79,0.7,0.05,0.97,198
Track_530,Imagine Dragons,Electronic,0.73,0.61,-20.75,0.45,0.29,0.45,0.11,0.23,144
Track_531,Justin Bieber,Bollywood,0.37,0.25,-0.11,0.34,0.08,0.24,0.34,0.77,144
Track_532,Imagine Dragons,Pop,0.89,0.43,-55.5,0.39,0.49,0.88,0.59,0.09,194
Track_533,Taylor Swift,Jazz,0.52,0.27,-46.62,0.24,0.31,0.74,0.19,0.38,76
Track_534,Neha Kakkar,Bollywood,0.43,0.97,-35.53,0.92,0.2,0.9,0.89,0.51,107
Track_535,Justin Bieber,Pop,0.32,0.31,-39.13,0.52,0.95,0.82,0.81,0.27,156
Track_536,Shreya Ghoshal,Classical,0.41,0.32,-58.7,0.01,0.44,0.99,0.52,0.53,134
Track_537,The Weeknd,Rock,0.22,0.91,-54.49,0.02,0.17,0.19,0.72,0.88,196
Track_538,Imagine Dragons,Bollywood,0.67,0.96,-19.14,0.97,0.2,0.09,0.37,0.94,136
Track_539,Imagine Dragons,Bollywood,0.87,0.81,-7.24,0.22,0.28,0.34,0.04,0.1,187
Track_540,Arijit Singh,Jazz,0.64,0.2,-29.15,0.81,1.0,0.13,0.9,0.27,96
Track_541,Ed Sheeran,Hip-Hop,0.38,0.2,-27.65,0.06,0.27,0.52,0.13,0.98,89
Track_542,Justin Bieber,Classical,0.23,0.5,-44.69,0.92,0.33,0.63,0.95,0.27,106
Track_543,Adele,Jazz,0.37,0.31,-13.93,0.87,0.66,0.58,0.57,0.69,194
Track_544,Imagine Dragons,Pop,0.53,0.21,-14.89,0.57,0.29,0.26,0.31,0.25,107
Track_545,The Weeknd,Pop,0.81,0.57,-24.7,0.01,0.22,0.91,0.5,0.36,193
Track_546,Shreya Ghoshal,Pop,0.35,0.95,-47.24,0.26,0.16,0.02,0.5,0.19,93
Track_547,Imagine Dragons,Pop,0.78,0.46,-54.18,0.41,0.31,0.35,0.02,0.86,160
Track_548,Shreya Ghoshal,Hip-Hop,0.89,0.73,-56.15,0.46,0.11,0.72,0.36,0.88,105
Track_549,Taylor Swift,Classical,0.56,0.72,-24.44,0.3,0.02,0.77,0.74,0.3,129
Track_550,Taylor Swift,Electronic,0.86,0.4,-10.5,0.03,0.8,0.42,0.51,0.82,195
Track_551,Ed Sheeran,Rock,0.64,0.72,-8.5,0.59,0.14,0.02,0.24,0.36,83
Track_552,Neha Kakkar,Hip-Hop,0.71,0.37,-32.18,0.52,0.78,0.62,0.34,0.1,126
Track_553,Adele,Hip-Hop,0.62,0.3,-12.94,0.28,0.8,0.06,0.86,0.76,63
Track_554,Arijit Singh,Electronic,0.57,0.76,-3.19,0.04,0.54,0.11,0.53,0.6,60
Track_555,Ed Sheeran,Electronic,0.39,0.29,-43.49,0.99,0.31,0.65,0.53,0.27,93
Track_556,Atif Aslam,Rock,0.44,1.0,-36.12,0.48,0.15,0.31,0.96,0.25,168
Track_557,Arijit Singh,Rock,0.43,0.35,-4.11,0.76,0.74,0.35,0.32,0.98,68
Track_558,Justin Bieber,Electronic,0.65,0.68,-39.71,0.45,0.6,0.49,0.48,0.86,122
Track_559,The Weeknd,Pop,0.3,0.53,-5.17,0.04,0.66,0.98,0.81,0.81,69
Track_560,Atif Aslam,Hip-Hop,0.93,0.3,-1.14,0.31,0.01,0.97,0.76,0.13,197
Track_561,Atif Aslam,Jazz,0.78,0.22,-20.29,0.32,0.93,0.42,0.27,0.76,103
Track_562,Ed Sheeran,Rock,0.52,0.7,-10.99,0.84,0.07,0.27,0.15,0.21,177
Track_563,Neha Kakkar,Rock,0.33,0.85,-15.03,0.65,0.37,0.3,0.7,0.98,65
Track_564,Ed Sheeran,Electronic,0.91,0.87,-18.03,0.28,0.4,0.27,0.26,0.05,180
Track_565,Justin Bieber,Classical,0.86,0.59,-41.58,0.97,0.0,0.53,0.92,0.35,154
Track_566,Imagine Dragons,Jazz,0.78,0.82,-56.57,0.32,0.5,0.61,0.13,0.43,170
Track_567,Imagine Dragons,Jazz,0.42,0.74,-39.42,1.0,0.75,0.49,0.32,0.82,164
Track_568,Neha Kakkar,Rock,0.52,0.78,-19.98,1.0,0.82,0.41,0.05,0.77,123
Track_569,Justin Bieber,Pop,0.28,0.59,-53.85,0.19,0.88,0.21,0.7,0.37,199
Track_570,Neha Kakkar,Classical,0.35,0.71,-59.28,0.31,0.49,0.48,0.89,0.57,130
Track_571,Shreya Ghoshal,Jazz,0.83,0.84,-51.62,0.49,0.63,0.34,0.64,0.84,163
Track_572,Imagine Dragons,Rock,0.77,0.52,-17.06,0.66,0.08,0.54,0.94,0.02,148
Track_573,Atif Aslam,Jazz,0.67,0.84,-1.63,0.53,0.49,0.68,0.13,0.8,65
Track_574,Adele,Bollywood,0.92,0.67,-1.02,0.97,0.15,0.63,0.09,0.95,169
Track_575,The Weeknd,Classical,0.67,0.33,-30.36,0.72,0.37,0.46,0.84,0.03,171
Track_576,Justin Bieber,Classical,0.57,0.22,-7.84,0.21,0.33,0.56,0.86,0.05,186
Track_577,Arijit Singh,Bollywood,0.47,0.49,-15.79,0.11,0.42,0.28,0.83,0.34,195
Track_578,Neha Kakkar,Hip-Hop,0.95,0.64,-29.94,0.69,0.57,0.02,0.8,0.09,122
Track_579,The Weeknd,Bollywood,0.27,0.87,-25.63,0.16,0.9,0.63,0.36,0.48,200
Track_580,Arijit Singh,Electronic,0.94,0.3,-51.77,0.79,0.39,0.25,0.22,0.73,77
Track_581,The Weeknd,Electronic,0.86,0.84,-3.74,0.31,0.98,0.67,0.93,0.57,136
Track_582,Adele,Rock,0.3,0.89,-38.88,0.33,0.76,0.75,0.31,0.2,198
Track_583,Arijit Singh,Classical,0.65,0.32,-33.23,0.01,0.51,0.92,0.4,0.65,162
Track_584,Ed Sheeran,Hip-Hop,0.89,0.88,-19.7,0.7,0.64,0.96,0.7,0.68,176
Track_585,Taylor Swift,Hip-Hop,0.66,0.99,-39.97,0.11,0.1,0.01,0.29,0.93,76
Track_586,Ed Sheeran,Jazz,0.93,0.78,-44.74,0.77,0.84,0.99,0.82,0.15,73
Track_587,Imagine Dragons,Jazz,0.95,0.83,-22.14,0.49,0.58,0.68,0.07,0.69,116
Track_588,Taylor Swift,Bollywood,0.54,1.0,-58.5,0.78,0.99,0.64,0.79,0.91,152
Track_589,Ed Sheeran,Hip-Hop,0.5,0.68,-16.76,0.58,0.64,0.02,0.6,0.5,193
Track_590,Taylor Swift,Bollywood,0.95,0.45,-29.16,0.08,0.83,0.86,0.57,0.36,173
Track_591,Taylor Swift,Bollywood,0.74,0.87,-23.65,0.77,0.8,0.15,0.46,0.17,191
Track_592,Atif Aslam,Jazz,0.29,0.69,-22.09,0.07,0.35,0.84,0.28,0.87,198
Track_593,Neha Kakkar,Classical,0.23,0.66,-28.38,0.48,0.26,0.02,0.46,0.39,168
Track_594,Neha Kakkar,Bollywood,0.65,0.4,-25.05,0.17,0.43,0.65,0.45,0.92,178
Track_595,Atif Aslam,Pop,0.94,0.81,-18.97,0.75,0.47,0.43,0.58,0.85,151
Track_596,The Weeknd,Classical,0.88,0.27,-14.81,0.91,0.24,0.2,0.28,0.38,70
Track_597,Shreya Ghoshal,Hip-Hop,0.74,0.94,-16.35,0.55,0.89,0.11,0.08,0.57,158
Track_598,The Weeknd,Hip-Hop,0.31,0.46,-7.82,0.53,0.54,0.44,0.15,0.03,67
Track_599,Arijit Singh,Bollywood,0.4,0.3,-48.63,0.76,0.98,0.12,0.7,0.26,173
Track_600,Arijit Singh,Classical,0.9,0.55,-35.93,0.01,0.81,0.49,0.02,0.71,124
Track_601,Taylor Swift,Jazz,0.35,0.23,-3.13,0.92,0.56,0.63,0.86,0.68,152
Track_602,Ed Sheeran,Jazz,0.42,0.75,-36.2,0.2,0.95,0.83,0.69,0.35,163
Track_603,Ed Sheeran,Electronic,0.3,0.92,-52.51,0.98,0.5,0.68,0.77,0.81,158
Track_604,Neha Kakkar,Hip-Hop,0.74,0.87,-28.47,0.74,0.89,0.07,0.84,0.24,143
Track_605,Justin Bieber,Rock,0.96,0.3,-53.43,0.77,0.36,0.31,0.12,0.46,132
Track_606,The Weeknd,Electronic,0.42,0.3,-47.83,0.66,0.38,0.29,0.82,0.47,118
Track_607,Imagine Dragons,Jazz,0.58,0.85,-0.1,0.47,0.42,0.92,0.5,0.34,90
Track_608,Adele,Classical,0.71,0.94,-27.52,0.57,0.55,0.87,0.89,0.95,123
Track_609,Ed Sheeran,Jazz,1.0,0.57,-42.96,0.05,0.55,0.37,0.89,0.7,107
Track_610,Adele,Classical,0.28,0.6,-0.31,0.62,0.5,0.07,0.02,0.54,82
Track_611,Taylor Swift,Electronic,0.6,0.45,-2.01,0.63,0.31,0.89,0.38,0.51,114
Track_612,Adele,Hip-Hop,0.51,0.92,-33.56,0.89,0.93,0.89,0.53,0.16,66
Track_613,Imagine Dragons,Jazz,0.89,0.72,-44.38,0.51,0.59,0.85,0.68,0.37,171
Track_614,Atif Aslam,Bollywood,0.58,0.43,-9.7,0.08,0.41,0.85,0.29,0.67,165
Track_615,Imagine Dragons,Classical,0.29,0.44,-17.06,0.31,0.65,0.48,0.25,0.92,157
Track_616,Adele,Hip-Hop,0.71,0.91,-18.78,0.66,0.77,0.18,0.38,0.82,71
Track_617,Imagine Dragons,Rock,0.82,0.21,-6.41,0.24,0.96,0.48,0.5,0.3,119
Track_618,Shreya Ghoshal,Classical,0.2,0.46,-18.63,0.28,0.5,0.49,0.95,0.43,111
Track_619,Taylor Swift,Electronic,0.89,0.64,-42.97,0.82,0.11,0.49,0.76,0.08,199
Track_620,The Weeknd,Rock,0.35,0.32,-18.37,0.58,0.44,0.54,0.43,0.1,200
Track_621,Atif Aslam,Rock,0.64,0.27,-41.65,0.51,0.48,0.26,0.05,0.47,131
Track_622,Ed Sheeran,Pop,0.53,0.85,-14.45,0.32,0.9,0.37,0.17,0.53,184
Track_623,Arijit Singh,Jazz,0.78,0.92,-22.82,0.73,0.39,0.43,0.46,0.26,119
Track_624,The Weeknd,Classical,0.5,0.86,-55.36,0.29,0.95,0.13,0.81,0.64,90
Track_625,Arijit Singh,Rock,0.9,0.92,-29.23,0.74,0.49,0.46,0.38,0.7,136
Track_626,Taylor Swift,Pop,0.78,0.64,-39.4,0.07,0.97,0.81,0.54,0.3,135
Track_627,Atif Aslam,Electronic,0.72,0.85,-40.29,0.86,0.01,0.83,0.89,0.76,120
Track_628,Neha Kakkar,Hip-Hop,0.84,0.51,-23.86,0.5,0.9,0.41,0.91,0.21,61
Track_629,Ed Sheeran,Bollywood,0.8,0.73,-40.66,0.44,0.93,0.52,0.22,0.54,180
Track_630,Shreya Ghoshal,Bollywood,0.23,0.99,-13.39,0.61,0.96,0.03,0.04,0.8,118
Track_631,Neha Kakkar,Classical,0.52,0.38,-55.75,0.62,0.01,0.67,0.31,0.54,99
Track_632,Taylor Swift,Rock,0.94,0.51,-20.38,0.13,0.17,0.4,0.7,0.91,91
Track_633,The Weeknd,Bollywood,0.3,0.58,-11.45,0.76,0.65,0.45,0.95,0.06,97
Track_634,Shreya Ghoshal,Jazz,0.79,0.31,-19.63,0.28,0.03,0.87,0.08,0.59,151
Track_635,Imagine Dragons,Bollywood,0.98,0.26,-30.17,0.9,0.06,0.46,0.03,0.56,147
Track_636,Adele,Bollywood,0.24,0.86,-2.98,0.82,0.22,0.02,0.88,0.66,200
Track_637,Shreya Ghoshal,Bollywood,0.75,0.98,-42.0,0.35,0.51,0.23,0.75,0.83,144
Track_638,Taylor Swift,Pop,0.57,0.52,-58.85,0.81,0.55,0.48,0.99,0.73,135
Track_639,Justin Bieber,Rock,0.66,0.27,-34.08,0.36,0.03,0.42,0.4,0.79,187
Track_640,Adele,Jazz,0.27,0.25,-58.02,0.1,0.17,0.86,0.42,0.29,72
Track_641,Arijit Singh,Rock,0.23,0.91,-2.76,0.96,0.5,0.54,0.17,0.39,98
Track_642,Ed Sheeran,Classical,0.73,0.57,-47.4,0.65,0.59,0.69,0.12,0.63,82
Track_643,Arijit Singh,Classical,0.86,0.46,-12.66,0.46,0.15,0.47,0.58,0.55,169
Track_644,Shreya Ghoshal,Classical,0.83,0.58,-13.53,0.4,0.4,0.44,0.36,0.96,166
Track_645,Arijit Singh,Electronic,0.64,0.45,-46.94,0.32,0.9,0.45,0.08,0.19,151
Track_646,Taylor Swift,Bollywood,0.28,0.59,-22.73,0.98,1.0,0.41,0.89,0.35,83
Track_647,Imagine Dragons,Electronic,0.75,0.89,-57.12,0.13,0.99,0.54,0.2,0.57,93
Track_648,The Weeknd,Pop,0.39,0.67,-30.99,0.31,0.88,0.25,0.75,0.87,171
Track_649,Ed Sheeran,Classical,0.93,0.76,-59.12,0.49,0.39,0.89,0.28,0.93,197
Track_650,Arijit Singh,Jazz,0.87,0.49,-4.73,0.48,0.69,0.33,0.81,0.34,177
Track_651,Arijit Singh,Rock,0.77,0.79,-1.43,0.47,0.42,0.15,0.12,0.07,66
Track_652,Shreya Ghoshal,Bollywood,0.96,0.73,-46.66,0.18,0.65,0.1,0.76,0.42,149
Track_653,The Weeknd,Hip-Hop,0.23,0.3,-47.51,0.14,0.31,0.01,0.1,0.39,72
Track_654,Neha Kakkar,Jazz,0.79,0.66,-14.78,0.25,0.61,0.42,0.45,0.99,139
Track_655,Arijit Singh,Bollywood,0.46,0.41,-44.8,0.91,0.52,0.19,0.73,0.43,89
Track_656,Taylor Swift,Electronic,0.92,0.84,-6.3,0.11,0.02,0.02,0.17,0.31,192
Track_657,Justin Bieber,Electronic,0.41,0.54,-25.56,0.76,0.79,0.52,0.29,0.37,75
Track_658,Ed Sheeran,Jazz,0.78,1.0,-38.95,0.76,0.01,0.68,0.86,0.4,99
Track_659,Arijit Singh,Electronic,0.9,0.27,-10.04,0.81,0.29,0.09,0.89,0.82,96
Track_660,Taylor Swift,Classical,0.23,0.82,-30.4,0.89,0.01,0.46,0.04,0.08,137
Track_661,Taylor Swift,Pop,0.52,0.74,-5.3,0.26,0.38,0.74,0.17,0.32,75
Track_662,Ed Sheeran,Rock,0.81,0.81,-4.32,0.22,0.06,0.99,0.12,0.97,102
Track_663,Neha Kakkar,Pop,0.56,0.45,-50.07,0.47,0.91,0.67,0.18,0.15,122
Track_664,Taylor Swift,Bollywood,0.41,0.59,-59.86,0.27,0.42,0.24,0.97,0.74,74
Track_665,Justin Bieber,Rock,0.38,0.84,-0.96,0.73,0.46,0.72,0.55,0.36,196
Track_666,Taylor Swift,Rock,0.31,0.39,-5.63,0.64,0.35,0.6,0.47,0.58,124
Track_667,Taylor Swift,Pop,0.89,0.38,-56.67,0.87,0.63,0.21,0.98,0.1,103
Track_668,Taylor Swift,Jazz,0.66,0.64,-10.02,0.08,0.78,0.85,0.56,0.31,79
Track_669,Imagine Dragons,Rock,0.26,0.62,-32.53,0.92,0.65,0.43,0.66,0.5,178
Track_670,Imagine Dragons,Pop,0.51,0.43,-44.46,0.29,0.75,0.96,0.33,0.23,171
Track_671,Neha Kakkar,Rock,0.49,0.44,-7.28,0.49,0.91,0.72,0.38,0.54,182
Track_672,Arijit Singh,Hip-Hop,0.35,0.42,-48.2,0.44,0.86,0.64,0.59,0.22,139
Track_673,Taylor Swift,Jazz,0.55,0.82,-3.16,0.76,0.67,0.73,0.07,0.65,159
Track_674,The Weeknd,Classical,0.47,0.72,-47.66,0.42,0.21,0.48,0.26,0.9,65
Track_675,Arijit Singh,Rock,0.47,0.87,-23.18,0.94,0.64,0.51,0.2,0.09,142
Track_676,Neha Kakkar,Hip-Hop,0.79,0.98,-46.61,0.9,0.51,0.85,0.02,0.22,90
Track_677,Atif Aslam,Classical,0.38,0.58,-27.26,0.87,0.72,0.68,0.54,0.84,125
Track_678,Arijit Singh,Classical,0.71,0.25,-18.96,0.07,0.83,0.9,0.56,0.63,77
Track_679,Arijit Singh,Bollywood,0.66,0.24,-48.59,0.85,0.74,0.89,0.38,0.08,87
Track_680,Adele,Rock,0.65,0.44,-28.75,0.78,0.85,0.98,0.27,0.49,127
Track_681,Shreya Ghoshal,Pop,0.73,0.95,-31.86,0.1,0.06,0.7,0.65,0.21,173
Track_682,Adele,Rock,0.64,0.62,-55.74,0.11,0.03,0.5,0.13,0.2,117
Track_683,Justin Bieber,Hip-Hop,0.9,0.42,-10.9,0.1,0.26,0.17,0.52,0.94,188
Track_684,Imagine Dragons,Classical,0.74,0.52,-39.86,0.01,0.9,0.71,0.77,0.76,98
Track_685,Imagine Dragons,Rock,0.64,0.68,-25.53,0.55,0.82,0.29,0.16,0.7,165
Track_686,Shreya Ghoshal,Pop,0.86,0.72,-29.11,0.97,0.68,0.28,0.75,0.24,60
Track_687,Ed Sheeran,Bollywood,0.68,0.32,-29.2,0.44,0.7,0.24,0.76,0.12,134
Track_688,Ed Sheeran,Rock,0.43,0.98,-53.57,0.54,0.73,0.88,0.06,0.87,147
Track_689,Neha Kakkar,Jazz,0.37,0.64,-34.59,0.97,0.94,0.87,0.02,0.01,119
Track_690,Shreya Ghoshal,Bollywood,0.32,0.31,-32.86,0.26,0.83,0.63,0.97,0.39,189
Track_691,Arijit Singh,Pop,0.92,0.91,-15.98,0.86,0.62,0.47,0.19,0.28,169
Track_692,Ed Sheeran,Hip-Hop,0.77,0.26,-9.6,0.55,0.67,0.67,0.82,0.57,78
Track_693,Taylor Swift,Classical,0.95,0.93,-27.3,0.57,0.21,0.61,0.56,0.25,121
Track_694,The Weeknd,Rock,0.68,1.0,-54.79,0.34,0.66,0.42,0.26,0.31,130
Track_695,Arijit Singh,Pop,0.58,0.76,-45.79,0.56,0.42,0.38,0.13,0.85,170
Track_696,Justin Bieber,Bollywood,0.25,0.82,-50.1,0.07,0.15,0.38,0.5,0.6,192
Track_697,Taylor Swift,Jazz,0.74,0.47,-52.52,0.76,0.81,0.59,0.41,0.15,131
Track_698,Taylor Swift,Pop,0.67,0.95,-38.05,0.28,0.51,0.65,0.7,0.73,137
Track_699,Shreya Ghoshal,Electronic,0.99,0.62,-46.24,0.89,0.98,0.45,0.9,0.21,159
Track_700,Neha Kakkar,Jazz,0.39,0.79,-46.9,0.37,0.28,0.97,0.81,0.43,130
Track_701,Justin Bieber,Bollywood,0.62,0.94,-56.72,0.14,0.48,0.08,0.27,0.65,66
Track_702,Ed Sheeran,Hip-Hop,0.72,0.98,-58.94,0.7,0.45,0.35,0.88,0.27,109
Track_703,Shreya Ghoshal,Classical,0.72,0.87,-53.83,0.16,0.12,0.42,0.83,0.38,105
Track_704,Ed Sheeran,Bollywood,0.65,0.44,-49.67,0.75,0.43,0.02,0.93,0.73,131
Track_705,Shreya Ghoshal,Hip-Hop,0.82,0.97,-34.14,0.97,0.29,0.36,0.46,0.94,135
Track_706,Shreya Ghoshal,Rock,0.36,0.7,-29.37,0.78,0.16,0.27,0.77,0.53,133
Track_707,Shreya Ghoshal,Pop,0.78,0.94,-51.56,0.02,0.28,0.51,0.59,0.01,132
Track_708,Neha Kakkar,Electronic,0.7,0.74,-34.51,0.6,0.23,0.34,0.31,0.34,161
Track_709,Shreya Ghoshal,Jazz,0.92,0.45,-39.5,0.7,0.73,0.73,0.99,0.4,153
Track_710,Atif Aslam,Jazz,0.88,0.5,-48.99,0.83,0.03,0.51,0.04,0.34,128
Track_711,The Weeknd,Pop,0.45,0.64,-59.59,0.06,0.62,0.13,0.16,0.44,124
Track_712,Ed Sheeran,Electronic,0.42,0.83,-31.98,0.48,0.76,0.75,0.89,0.63,121
Track_713,Arijit Singh,Pop,0.99,0.45,-18.86,0.54,0.48,0.1,0.06,0.12,79
Track_714,Adele,Rock,0.62,0.66,-46.42,0.17,0.93,0.84,0.89,0.27,103
Track_715,Justin Bieber,Hip-Hop,0.93,0.48,-52.09,0.32,0.71,0.93,0.72,0.51,121
Track_716,Imagine Dragons,Bollywood,0.33,0.85,-6.78,0.44,0.75,0.32,0.04,0.32,166
Track_717,Neha Kakkar,Jazz,0.71,0.57,-43.5,0.83,0.2,0.93,0.43,0.99,184
Track_718,Arijit Singh,Rock,0.85,0.26,-46.58,0.93,0.78,0.79,0.75,0.43,104
Track_719,Taylor Swift,Hip-Hop,0.96,0.33,-8.57,0.63,0.83,0.92,0.58,0.87,70
Track_720,Atif Aslam,Rock,0.47,0.25,-10.97,0.39,0.36,0.67,0.94,0.9,147
Track_721,Imagine Dragons,Electronic,0.78,0.6,-33.1,0.25,0.21,0.24,0.87,0.84,105
Track_722,Adele,Jazz,0.63,0.29,-30.65,0.98,0.39,0.89,0.33,0.05,171
Track_723,Arijit Singh,Bollywood,0.25,0.29,-46.94,0.98,0.74,0.18,0.08,0.95,140
Track_724,Imagine Dragons,Pop,0.75,0.95,-55.3,0.92,0.42,0.21,0.94,0.13,91
Track_725,Arijit Singh,Pop,0.75,0.9,-25.59,0.79,0.74,0.27,0.52,0.03,157
Track_726,Atif Aslam,Hip-Hop,0.94,0.56,-54.1,0.33,0.11,0.3,0.07,0.41,64
Track_727,Adele,Bollywood,0.6,0.99,-33.04,0.82,0.81,0.51,0.82,0.19,88
Track_728,Taylor Swift,Classical,0.38,0.2,-3.57,0.41,0.25,0.71,0.87,0.18,107
Track_729,Shreya Ghoshal,Electronic,0.24,0.69,-2.83,0.33,0.25,0.93,0.64,0.29,75
Track_730,Ed Sheeran,Hip-Hop,0.53,0.69,-45.64,0.74,0.59,0.09,0.45,0.25,131
Track_731,Taylor Swift,Classical,0.44,0.57,-22.55,0.08,0.07,0.95,0.66,0.68,88
Track_732,Shreya Ghoshal,Rock,0.81,0.52,-31.56,0.05,0.03,0.92,0.71,0.19,105
Track_733,Neha Kakkar,Electronic,0.48,0.56,-7.46,0.45,0.26,0.05,0.89,0.54,82
Track_734,The Weeknd,Rock,0.96,0.53,-43.71,0.45,0.54,0.36,0.96,0.99,153
Track_735,Justin Bieber,Bollywood,0.97,0.78,-59.78,0.9,0.91,0.81,0.51,0.43,173
Track_736,Justin Bieber,Jazz,0.7,0.31,-50.25,0.13,0.85,0.61,0.8,0.64,93
Track_737,Ed Sheeran,Electronic,0.94,0.36,-39.03,0.12,0.49,0.78,0.96,0.97,176
Track_738,Adele,Classical,0.81,0.34,-41.06,0.15,0.04,0.72,0.15,0.14,88
Track_739,Atif Aslam,Jazz,0.64,0.41,-12.52,0.03,0.54,0.5,0.02,0.42,68
Track_740,Adele,Pop,0.34,0.62,-19.17,0.07,0.7,0.04,0.87,0.85,98
Track_741,Atif Aslam,Classical,0.57,0.29,-42.03,0.66,0.34,0.58,0.2,0.93,194
Track_742,Adele,Hip-Hop,0.65,0.89,-32.54,0.43,0.11,0.05,0.04,0.6,169
Track_743,The Weeknd,Pop,0.89,0.44,-54.27,0.76,0.28,0.6,0.16,0.14,128
Track_744,Neha Kakkar,Pop,0.59,0.33,-6.11,0.99,0.77,0.8,0.38,0.9,195
Track_745,Neha Kakkar,Hip-Hop,0.92,0.74,-3.87,0.66,0.35,0.58,0.22,0.17,155
Track_746,Shreya Ghoshal,Electronic,0.74,0.23,-1.21,0.05,0.81,1.0,0.31,0.35,178
Track_747,Imagine Dragons,Pop,0.31,0.7,-7.89,0.1,0.32,0.46,0.98,0.38,177
Track_748,Neha Kakkar,Bollywood,1.0,0.76,-49.56,0.88,0.16,0.75,0.7,0.45,77
Track_749,Neha Kakkar,Classical,0.62,0.37,-57.23,0.53,0.44,0.67,0.71,0.79,161
Track_750,Taylor Swift,Jazz,0.51,0.23,-25.22,0.82,0.45,0.99,0.09,0.8,169
Track_751,Taylor Swift,Pop,0.73,0.49,-5.24,0.86,0.02,0.71,0.73,0.72,141
Track_752,Shreya Ghoshal,Classical,0.29,0.28,-49.36,0.93,0.12,0.16,0.74,0.02,164
Track_753,Imagine Dragons,Rock,0.71,0.29,-59.58,0.95,0.18,0.96,0.66,0.56,75
Track_754,Ed Sheeran,Classical,0.6,0.4,-11.67,0.55,0.11,0.67,0.23,0.75,80
Track_755,Taylor Swift,Jazz,0.53,0.44,-55.39,0.34,0.34,0.06,0.42,0.44,197
Track_756,Ed Sheeran,Classical,0.96,0.62,-35.18,0.96,0.96,0.66,0.85,0.94,165
Track_757,Arijit Singh,Hip-Hop,0.62,0.74,-19.27,0.55,0.51,0.88,0.67,0.82,191
Track_758,Taylor Swift,Jazz,0.38,0.67,-45.79,0.06,0.63,0.58,0.73,0.64,103
Track_759,The Weeknd,Electronic,0.57,0.32,-54.96,0.64,0.36,0.35,0.59,0.06,182
Track_760,Imagine Dragons,Rock,0.94,0.34,-13.8,0.59,0.32,0.82,0.45,0.65,195
Track_761,Shreya Ghoshal,Hip-Hop,0.34,0.9,-22.19,0.9,0.02,0.78,0.76,0.91,170
Track_762,Arijit Singh,Electronic,0.37,0.65,-0.69,0.65,0.5,0.54,0.07,0.38,176
Track_763,Imagine Dragons,Classical,0.21,0.9,-39.34,0.35,0.48,0.15,0.67,0.84,185
Track_764,The Weeknd,Jazz,0.21,0.5,-56.29,0.97,0.16,0.25,1.0,0.31,78
Track_765,Imagine Dragons,Rock,0.86,0.69,-15.94,0.8,0.76,0.74,0.78,0.57,123
Track_766,The Weeknd,Hip-Hop,0.79,0.62,-28.7,0.63,0.49,0.81,0.29,0.65,99
Track_767,The Weeknd,Electronic,0.48,0.46,-47.21,0.29,0.34,0.28,0.28,0.68,110
Track_768,Ed Sheeran,Electronic,0.76,0.58,-13.1,0.37,0.15,0.37,0.67,0.88,196
Track_769,Adele,Rock,0.52,0.6,-47.77,0.67,0.55,0.08,0.9,0.23,115
Track_770,Arijit Singh,Bollywood,0.96,0.36,-44.36,0.07,0.75,0.71,0.58,0.26,140
Track_771,Imagine Dragons,Classical,0.97,0.45,-54.45,0.26,0.28,0.0,0.53,0.7,129
Track_772,Atif Aslam,Rock,0.51,0.83,-36.03,0.71,0.22,0.05,0.16,0.18,187
Track_773,Arijit Singh,Electronic,0.88,0.93,-34.86,0.48,0.52,0.0,0.72,0.46,185
Track_774,Adele,Pop,0.82,0.49,-29.13,0.4,0.16,0.65,0.7,0.02,120
Track_775,Arijit Singh,Hip-Hop,0.45,0.45,-17.46,0.15,0.67,0.42,0.97,0.14,139
Track_776,Neha Kakkar,Rock,0.39,0.36,-5.63,0.44,0.61,0.3,0.3,0.68,180
Track_777,Atif Aslam,Bollywood,0.57,0.74,-51.74,0.77,0.09,0.91,0.76,0.75,160
Track_778,Adele,Electronic,0.83,0.46,-56.74,0.26,0.04,0.19,0.43,0.12,136
Track_779,Ed Sheeran,Classical,0.97,0.99,-58.89,0.01,0.62,0.39,0.56,0.23,185
Track_780,Imagine Dragons,Electronic,0.81,0.46,-51.38,0.67,0.29,0.94,0.82,0.1,81
Track_781,Justin Bieber,Classical,0.88,0.52,-20.52,0.97,0.09,0.43,0.22,0.43,142
Track_782,Adele,Rock,0.68,0.68,-16.35,0.61,0.76,0.55,0.34,0.13,200
Track_783,Shreya Ghoshal,Classical,0.87,0.84,-12.81,0.12,0.31,0.08,0.77,0.44,137
Track_784,Imagine Dragons,Jazz,0.83,0.58,-45.38,0.32,0.46,0.79,0.57,0.73,154
